 x[m] u[m/s] rho[kg/m3] p[Pa]
  -0.00500   -0.00064    1.00059    1.00081
   0.00500    0.00064    0.99941    0.99919
   0.01500    0.00112    0.99910    0.99865
   0.02500    0.00171    0.99870    0.99799
   0.03500    0.00253    0.99810    0.99706
   0.04500    0.00365    0.99726    0.99577
   0.05500    0.00517    0.99611    0.99403
   0.06500    0.00717    0.99457    0.99171
   0.07500    0.00977    0.99257    0.98872
   0.08500    0.01306    0.99001    0.98492
   0.09500    0.01716    0.98681    0.98021
   0.10500    0.02217    0.98288    0.97447
   0.11500    0.02818    0.97815    0.96761
   0.12500    0.03526    0.97257    0.95957
   0.13500    0.04348    0.96607    0.95031
   0.14500    0.05288    0.95865    0.93979
   0.15500    0.06347    0.95028    0.92805
   0.16500    0.07525    0.94099    0.91512
   0.17500    0.08822    0.93080    0.90105
   0.18500    0.10234    0.91976    0.88593
   0.19500    0.11757    0.90791    0.86986
   0.20500    0.13386    0.89532    0.85293
   0.21500    0.15115    0.88207    0.83526
   0.22500    0.16938    0.86822    0.81696
   0.23500    0.18848    0.85386    0.79814
   0.24500    0.20840    0.83904    0.77890
   0.25500    0.22908    0.82385    0.75936
   0.26500    0.25044    0.80835    0.73959
   0.27500    0.27243    0.79261    0.71970
   0.28500    0.29500    0.77668    0.69976
   0.29500    0.31810    0.76063    0.67985
   0.30500    0.34166    0.74450    0.66003
   0.31500    0.36565    0.72834    0.64036
   0.32500    0.39002    0.71219    0.62090
   0.33500    0.41472    0.69611    0.60168
   0.34500    0.43971    0.68011    0.58277
   0.35500    0.46494    0.66424    0.56419
   0.36500    0.49038    0.64854    0.54597
   0.37500    0.51597    0.63303    0.52816
   0.38500    0.54166    0.61774    0.51078
   0.39500    0.56740    0.60271    0.49386
   0.40500    0.59314    0.58796    0.47743
   0.41500    0.61881    0.57354    0.46151
   0.42500    0.64434    0.55947    0.44614
   0.43500    0.66963    0.54579    0.43135
   0.44500    0.69460    0.53255    0.41716
   0.45500    0.71911    0.51978    0.40362
   0.46500    0.74305    0.50755    0.39077
   0.47500    0.76625    0.49591    0.37866
   0.48500    0.78854    0.48492    0.36734
   0.49500    0.80970    0.47465    0.35685
   0.50500    0.82953    0.46517    0.34727
   0.51500    0.84781    0.45656    0.33864
   0.52500    0.86431    0.44888    0.33100
   0.53500    0.87885    0.44216    0.32441
   0.54500    0.89131    0.43642    0.31885
   0.55500    0.90164    0.43166    0.31430
   0.56500    0.90989    0.42781    0.31072
   0.57500    0.91621    0.42478    0.30799
   0.58500    0.92085    0.42244    0.30601
   0.59500    0.92410    0.42063    0.30464
   0.60500    0.92626    0.41921    0.30372
   0.61500    0.92764    0.41799    0.30315
   0.62500    0.92849    0.41683    0.30280
   0.63500    0.92902    0.41556    0.30258
   0.64500    0.92938    0.41401    0.30245
   0.65500    0.92970    0.41199    0.30233
   0.66500    0.93003    0.40931    0.30222
   0.67500    0.93044    0.40575    0.30208
   0.68500    0.93094    0.40112    0.30192
   0.69500    0.93153    0.39527    0.30173
   0.70500    0.93220    0.38809    0.30153
   0.71500    0.93291    0.37962    0.30132
   0.72500    0.93361    0.36998    0.30114
   0.73500    0.93423    0.35941    0.30099
   0.74500    0.93473    0.34827    0.30090
   0.75500    0.93505    0.33693    0.30088
   0.76500    0.93515    0.32581    0.30093
   0.77500    0.93502    0.31526    0.30104
   0.78500    0.93468    0.30558    0.30121
   0.79500    0.93414    0.29698    0.30142
   0.80500    0.93347    0.28957    0.30166
   0.81500    0.93271    0.28338    0.30191
   0.82500    0.93195    0.27837    0.30216
   0.83500    0.93121    0.27444    0.30239
   0.84500    0.93055    0.27145    0.30259
   0.85500    0.92998    0.26926    0.30276
   0.86500    0.92950    0.26770    0.30290
   0.87500    0.92909    0.26663    0.30298
   0.88500    0.92868    0.26592    0.30301
   0.89500    0.92818    0.26543    0.30295
   0.90500    0.92743    0.26504    0.30275
   0.91500    0.92618    0.26464    0.30231
   0.92500    0.92398    0.26407    0.30146
   0.93500    0.92013    0.26310    0.29992
   0.94500    0.91351    0.26139    0.29715
   0.95500    0.90241    0.25839    0.29230
   0.96500    0.88439    0.25323    0.28399
   0.97500    0.85621    0.24462    0.27025
   0.98500    0.81402    0.23106    0.24900
   0.99500    0.75628    0.21182    0.22046
   1.00500    0.75628    0.21182    0.22046
